        T              Rev             ST             Date            Time              X               Y               Z              Vx              Vy              Vz              Xg              Yg              Zg               A               E               W               i             Node            Long             Lat      
 2.750000E+0002               2  6.646298E+0001        19/03/24        16:35:00 -5.682967E+0002  1.060261E+0003 -7.053915E+0003  7.433641E+0000  1.124882E-0001 -5.849456E-0001  7.469385E+0002  9.334154E+0002 -7.055186E+0003  7.144259E+0003  1.656268E-0003  9.913489E+0001  9.856281E+0001  1.881530E-0001  5.133247E+0001 -8.038272E+0001 
 2.760000E+0002               2  6.671366E+0001        19/03/24        16:36:00 -1.214609E+0002  1.064941E+0003 -7.075215E+0003  7.456049E+0000  4.345798E-0002 -1.248166E-0001  9.341815E+0002  5.224893E+0002 -7.075438E+0003  7.144159E+0003  1.708540E-0003  1.041400E+0002  9.856288E+0001  1.895279E-0001  2.921836E+0001 -8.139755E+0001 
 2.770000E+0002               2  6.696435E+0001        19/03/24        16:37:00  3.258483E+0002  1.065473E+0003 -7.068884E+0003  7.449414E+0000 -2.573478E-0002  3.357563E-0001  1.114192E+0003  1.079311E+0002 -7.068059E+0003  7.144199E+0003  1.745629E-0003  1.091610E+0002  9.856286E+0001  1.909072E-0001  5.532943E+0000 -8.100050E+0001 
 2.780000E+0002               2  6.721503E+0001        19/03/24        16:38:00  7.718885E+0002  1.061855E+0003 -7.034951E+0003  7.413767E+0000 -9.482331E-0002  7.949928E-0001  1.286248E+0003 -3.085858E+0002 -7.033081E+0003  7.144380E+0003  1.767401E-0003  1.142099E+0002  9.856275E+0001  1.922802E-0001 -1.349095E+0001 -7.934852E+0001 
 2.790000E+0002               2  6.746572E+0001        19/03/24        16:39:00  1.214923E+0003  1.054102E+0003 -6.973548E+0003  7.349245E+0000 -1.635413E-0001  1.251118E+0000  1.449673E+0003 -7.253747E+0002 -6.970639E+0003  7.144697E+0003  1.773954E-0003  1.192976E+0002  9.856256E+0001  1.936361E-0001 -2.658206E+0001 -7.690853E+0001 
 2.800000E+0002               2  6.771640E+0001        19/03/24        16:40:00  1.653225E+0003  1.042243E+0003 -6.884914E+0003  7.256099E+0000 -2.316237E-0001  1.702368E+0000  1.603839E+0003 -1.140742E+0003 -6.880979E+0003  7.145147E+0003  1.765609E-0003  1.244348E+0002  9.856229E+0001  1.949644E-0001 -3.542261E+0001 -7.403805E+0001 
 2.810000E+0002               2  6.796709E+0001        19/03/24        16:41:00  2.085089E+0003  1.026325E+0003 -6.769396E+0003  7.134684E+0000 -2.988079E-0001  2.146998E+0000  1.748168E+0003 -1.552994E+0003 -6.764450E+0003  7.145721E+0003  1.742903E-0003  1.296320E+0002  9.856195E+0001  1.962552E-0001 -4.161644E+0001 -7.093064E+0001 
 2.820000E+0002               2  6.821777E+0001        19/03/24        16:42:00  2.508831E+0003  1.006409E+0003 -6.627441E+0003  6.985466E+0000 -3.648344E-0001  2.583285E+0000  1.882135E+0003 -1.960444E+0003 -6.621503E+0003  7.146411E+0003  1.706577E-0003  1.348997E+0002  9.856153E+0001  1.974991E-0001 -4.616749E+0001 -6.768518E+0001 
 2.830000E+0002               2  6.846845E+0001        19/03/24        16:43:00  2.922800E+0003  9.825729E+0002 -6.459602E+0003  6.809013E+0000 -4.294478E-0001  3.009538E+0000  2.005268E+0003 -2.361419E+0003 -6.452695E+0003  7.147207E+0003  1.657555E-0003  1.402491E+0002  9.856105E+0001  1.986873E-0001 -4.966277E+0001 -6.435414E+0001 
 2.840000E+0002               2  6.871914E+0001        19/03/24        16:44:00  3.325382E+0003  9.549086E+0002 -6.266531E+0003  6.606001E+0000 -4.923980E-0001  3.424101E+0000  2.117154E+0003 -2.754267E+0003 -6.258681E+0003  7.148095E+0003  1.596927E-0003  1.456917E+0002  9.856051E+0001  1.998122E-0001 -5.245119E+0001 -6.096705E+0001 
 2.850000E+0002               2  6.896982E+0001        19/03/24        16:45:00  3.715005E+0003  9.235233E+0002 -6.048976E+0003  6.377206E+0000 -5.534408E-0001  3.825361E+0000  2.217435E+0003 -3.137363E+0003 -6.040216E+0003  7.149062E+0003  1.525924E-0003  1.512400E+0002  9.855992E+0001  2.008668E-0001 -5.474798E+0001 -5.754157E+0001 
 2.860000E+0002               2  6.922051E+0001        19/03/24        16:46:00  4.090148E+0003  8.885386E+0002 -5.807785E+0003  6.123505E+0000 -6.123387E-0001  4.211755E+0000  2.305813E+0003 -3.509116E+0003 -5.798147E+0003  7.150093E+0003  1.445894E-0003  1.569069E+0002  9.855929E+0001  2.018456E-0001 -5.669139E+0001 -5.408878E+0001 
 2.870000E+0002               2  6.947119E+0001        19/03/24        16:47:00  4.449347E+0003  8.500901E+0002 -5.543893E+0003  5.845871E+0000 -6.688623E-0001  4.581772E+0000  2.382050E+0003 -3.867976E+0003 -5.533416E+0003  7.151172E+0003  1.358268E-0003  1.627065E+0002  9.855863E+0001  2.027440E-0001 -5.837362E+0001 -5.061594E+0001 
 2.880000E+0002               2  6.972188E+0001        19/03/24        16:48:00  4.791196E+0003  8.083270E+0002 -5.258329E+0003  5.545373E+0000 -7.227910E-0001  4.933963E+0000  2.445967E+0003 -4.212441E+0003 -5.247052E+0003  7.152282E+0003  1.264529E-0003  1.686531E+0002  9.855794E+0001  2.035587E-0001 -5.985828E+0001 -4.712804E+0001 
 2.890000E+0002               2  6.997256E+0001        19/03/24        16:49:00  5.114357E+0003  7.634113E+0002 -4.952202E+0003  5.223167E+0000 -7.739135E-0001  5.266946E+0000  2.497445E+0003 -4.541061E+0003 -4.940171E+0003  7.153405E+0003  1.166180E-0003  1.747621E+0002  9.855725E+0001  2.042879E-0001 -6.119054E+0001 -4.362856E+0001 
 2.900000E+0002               2  7.022325E+0001        19/03/24        16:50:00  5.417566E+0003  7.155175E+0002 -4.626705E+0003  4.880499E+0000 -8.220292E-0001  5.579410E+0000  2.536428E+0003 -4.852447E+0003 -4.613966E+0003  7.154524E+0003  1.064702E-0003  1.810483E+0002  9.855656E+0001  2.049310E-0001 -6.240343E+0001 -4.012004E+0001 
 2.910000E+0002               2  7.047393E+0001        19/03/24        16:51:00  5.699634E+0003  6.648317E+0002 -4.283108E+0003  4.518695E+0000 -8.669489E-0001  5.870121E+0000  2.562918E+0003 -5.145277E+0003 -4.269710E+0003  7.155623E+0003  9.615178E-0004  1.875265E+0002  9.855588E+0001  2.054887E-0001 -6.352161E+0001 -3.660437E+0001 
 2.920000E+0002               2  7.072462E+0001        19/03/24        16:52:00  5.959455E+0003  6.115511E+0002 -3.922749E+0003  4.139161E+0000 -9.084954E-0001  6.137930E+0000  2.576977E+0003 -5.418298E+0003 -3.908746E+0003  7.156683E+0003  8.579479E-0004  1.942094E+0002  9.855522E+0001  2.059630E-0001 -6.456394E+0001 -3.308299E+0001 
 2.930000E+0002               2  7.097530E+0001        19/03/24        16:53:00  6.196009E+0003  5.558831E+0002 -3.547036E+0003  3.743372E+0000 -9.465044E-0001  6.381775E+0000  2.578728E+0003 -5.670338E+0003 -3.532481E+0003  7.157688E+0003  7.551714E-0004  2.011061E+0002  9.855460E+0001  2.063575E-0001 -6.554515E+0001 -2.955700E+0001 
 2.940000E+0002               2  7.122598E+0001        19/03/24        16:54:00  6.408365E+0003  4.980444E+0002 -3.157435E+0003  3.332872E+0000 -9.808253E-0001  6.600687E+0000  2.568348E+0003 -5.900304E+0003 -3.142386E+0003  7.158622E+0003  6.541822E-0004  2.082197E+0002  9.855401E+0001  2.066766E-0001 -6.647695E+0001 -2.602730E+0001 
 2.950000E+0002               2  7.147667E+0001        19/03/24        16:55:00  6.595691E+0003  4.382605E+0002 -2.755469E+0003  2.909265E+0000 -1.011322E+0000  6.793793E+0000  2.546074E+0003 -6.107194E+0003 -2.739985E+0003  7.159471E+0003  5.557500E-0004  2.155426E+0002  9.855347E+0001  2.069262E-0001 -6.736886E+0001 -2.249461E+0001 
 2.960000E+0002               2  7.172735E+0001        19/03/24        16:56:00  6.757248E+0003  3.767647E+0002 -2.342711E+0003  2.474210E+0000 -1.037873E+0000  6.960322E+0000  2.512197E+0003 -6.290094E+0003 -2.326851E+0003  7.160221E+0003  4.603860E-0004  2.230492E+0002  9.855300E+0001  2.071132E-0001 -6.822876E+0001 -1.895951E+0001 
 2.970000E+0002               2  7.197804E+0001        19/03/24        16:57:00  6.892401E+0003  3.137968E+0002 -1.920776E+0003  2.029414E+0000 -1.060372E+0000  7.099609E+0000  2.467059E+0003 -6.448190E+0003 -1.904602E+0003  7.160862E+0003  3.683177E-0004  2.306812E+0002  9.855258E+0001  2.072453E-0001 -6.906329E+0001 -1.542250E+0001 
 2.980000E+0002               2  7.222872E+0001        19/03/24        16:58:00  7.000618E+0003  2.496028E+0002 -1.491314E+0003  1.576623E+0000 -1.078730E+0000  7.211097E+0000  2.411055E+0003 -6.580766E+0003 -1.474891E+0003  7.161382E+0003  2.794807E-0004  2.383098E+0002  9.855224E+0001  2.073313E-0001 -6.987822E+0001 -1.188403E+0001 
 2.990000E+0002               2  7.247941E+0001        19/03/24        16:59:00  7.081472E+0003  1.844335E+0002 -1.056009E+0003  1.117620E+0000 -1.092874E+0000  7.294337E+0000  2.344628E+0003 -6.687210E+0003 -1.039400E+0003  7.161774E+0003  1.935388E-0004  2.456092E+0002  9.855198E+0001  2.073806E-0001 -7.067863E+0001 -8.344461E+0000 
 3.000000E+0002               2  7.273009E+0001        19/03/24        17:00:00  7.134644E+0003  1.185434E+0002 -6.165654E+0002  6.542122E-0001 -1.102747E+0000  7.348995E+0000  2.268266E+0003 -6.767017E+0003 -5.998358E+0002  7.162032E+0003  1.099892E-0004  2.513680E+0002  9.855180E+0001  2.074031E-0001 -7.146914E+0001 -4.804150E+0000 
 3.010000E+0002               2  7.298078E+0001        19/03/24        17:01:00  7.159926E+0003  5.219012E+0001 -1.747056E+0002  1.882251E-0001 -1.108309E+0000  7.374853E+0000  2.182500E+0003 -6.819790E+0003 -1.579205E+0002  7.162151E+0003  2.957039E-0005  2.415079E+0002  9.855170E+0001  2.074092E-0001 -7.225405E+0001 -1.263418E+0000 
 3.020000E+0002               3  7.323146E+0001        19/03/24        17:02:00  7.157217E+0003 -1.436697E+0001  2.678388E+0002 -2.785036E-0001 -1.109538E+0000  7.371807E+0000  2.087901E+0003 -6.845243E+0003  2.846137E+0002  7.162129E+0003  5.671181E-0005  1.080701E+0002  9.855168E+0001  2.074095E-0001 -7.303751E+0001  2.277424E+0000 
 3.030000E+0002               3  7.348214E+0001        19/03/24        17:03:00  7.126527E+0003 -8.086768E+0001  7.093333E+0002 -7.441337E-0001 -1.106430E+0000  7.339868E+0000  1.985078E+0003 -6.843203E+0003  7.260324E+0002  7.161968E+0003  1.385711E-0004  1.091558E+0002  9.855175E+0001  2.074148E-0001 -7.382360E+0001  5.818069E+0000 
 3.040000E+0002               3  7.373283E+0001        19/03/24        17:04:00  7.067979E+0003 -1.470521E+0002  1.148048E+0003 -1.206829E+0000 -1.098997E+0000  7.279165E+0000  1.874672E+0003 -6.813609E+0003  1.164606E+0003  7.161670E+0003  2.225975E-0004  1.157571E+0002  9.855190E+0001  2.074358E-0001 -7.461648E+0001  9.358206E+0000 
 3.050000E+0002               3  7.398351E+0001        19/03/24        17:05:00  6.981803E+0003 -2.126614E+0002  1.582263E+0003 -1.664768E+0000 -1.087269E+0000  7.189942E+0000  1.757352E+0003 -6.756515E+0003  1.598615E+0003  7.161238E+0003  3.090793E-0004  1.232587E+0002  9.855214E+0001  2.074827E-0001 -7.542055E+0001  1.289750E+0001 
 3.060000E+0002               3  7.423420E+0001        19/03/24        17:06:00  6.868338E+0003 -2.774394E+0002  2.010277E+0003 -2.116146E+0000 -1.071294E+0000  7.072557E+0000  1.633817E+0003 -6.672088E+0003  2.026360E+0003  7.160681E+0003  3.985105E-0004  1.309411E+0002  9.855245E+0001  2.075657E-0001 -7.624054E+0001  1.643561E+0001 
 3.070000E+0002               3  7.448488E+0001        19/03/24        17:07:00  6.728032E+0003 -3.411330E+0002  2.430416E+0003 -2.559188E+0000 -1.051134E+0000  6.927482E+0000  1.504786E+0003 -6.560610E+0003  2.446166E+0003  7.160007E+0003  4.911645E-0004  1.385730E+0002  9.855283E+0001  2.076942E-0001 -7.708170E+0001  1.997213E+0001 
 3.080000E+0002               3  7.473557E+0001        19/03/24        17:08:00  6.561437E+0003 -4.034934E+0002  2.841033E+0003 -2.992155E+0000 -1.026872E+0000  6.755296E+0000  1.370996E+0003 -6.422472E+0003  2.856389E+0003  7.159225E+0003  5.870318E-0004  1.460559E+0002  9.855328E+0001  2.078769E-0001 -7.795001E+0001  2.350661E+0001 
 3.090000E+0002               3  7.498625E+0001        19/03/24        17:09:00  6.369209E+0003 -4.642774E+0002  3.240523E+0003 -3.413349E+0000 -9.986027E-0001  6.556689E+0000  1.233200E+0003 -6.258178E+0003  3.255425E+0003  7.158349E+0003  6.858102E-0004  1.533437E+0002  9.855379E+0001  2.081218E-0001 -7.885245E+0001  2.703852E+0001 
 3.100000E+0002               3  7.523694E+0001        19/03/24        17:10:00  6.152104E+0003 -5.232479E+0002  3.627323E+0003 -3.821122E+0000 -9.664401E-0001  6.332452E+0000  1.092160E+0003 -6.068341E+0003  3.641713E+0003  7.157393E+0003  7.869190E-0004  1.604175E+0002  9.855435E+0001  2.084358E-0001 -7.979732E+0001  3.056726E+0001 
 3.110000E+0002               3  7.548762E+0001        19/03/24        17:11:00  5.910975E+0003 -5.801749E+0002  3.999922E+0003 -4.213880E+0000 -9.305118E-0001  6.083479E+0000  9.486459E+0002 -5.853677E+0003  4.013743E+0003  7.156370E+0003  8.895269E-0004  1.672732E+0002  9.855495E+0001  2.088248E-0001 -8.079469E+0001  3.409204E+0001 
 3.120000E+0002               3  7.573830E+0001        19/03/24        17:12:00  5.646769E+0003 -6.348368E+0002  4.356865E+0003 -4.590093E+0000 -8.909602E-0001  5.810759E+0000  8.034302E+0002 -5.615010E+0003  4.370064E+0003  7.155297E+0003  9.925887E-0004  1.739158E+0002  9.855558E+0001  2.092936E-0001 -8.185704E+0001  3.761194E+0001 
 3.130000E+0002               3  7.598899E+0001        19/03/24        17:13:00  5.360524E+0003 -6.870208E+0002  4.696760E+0003 -4.948299E+0000 -8.479417E-0001  5.515372E+0000  6.572836E+0002 -5.353259E+0003  4.709285E+0003  7.154191E+0003  1.094886E-0003  1.803559E+0002  9.855624E+0001  2.098455E-0001 -8.300015E+0001  4.112575E+0001 
 3.140000E+0002               3  7.623967E+0001        19/03/24        17:14:00  5.053361E+0003 -7.365239E+0002  5.018280E+0003 -5.287107E+0000 -8.016261E-0001  5.198486E+0000  5.109719E+0002 -5.069442E+0003  5.030082E+0003  7.153070E+0003  1.195068E-0003  1.866070E+0002  9.855690E+0001  2.104828E-0001 -8.424434E+0001  4.463192E+0001 
 3.150000E+0002               3  7.649036E+0001        19/03/24        17:15:00  4.726485E+0003 -7.831536E+0002  5.320173E+0003 -5.605207E+0000 -7.521957E-0001  4.861351E+0000  3.652520E+0002 -4.764668E+0003  5.331206E+0003  7.151949E+0003  1.291698E-0003  1.926838E+0002  9.855757E+0001  2.112064E-0001 -8.561637E+0001  4.812842E+0001 
 3.160000E+0002               3  7.674104E+0001        19/03/24        17:16:00  4.381175E+0003 -8.267289E+0002  5.601264E+0003 -5.901370E+0000 -6.998444E-0001  4.505293E+0000  2.208681E+0002 -4.440133E+0003  5.611485E+0003  7.150848E+0003  1.383287E-0003  1.986016E+0002  9.855823E+0001  2.120158E-0001 -8.715225E+0001  5.161245E+0001 
 3.170000E+0002               3  7.699173E+0001        19/03/24        17:17:00  4.018782E+0003 -8.670806E+0002  5.860458E+0003 -6.174456E+0000 -6.447773E-0001  4.131709E+0000  7.854801E+0001 -4.097116E+0003  5.869827E+0003  7.149783E+0003  1.468340E-0003  2.043756E+0002  9.855887E+0001  2.129091E-0001 -8.890169E+0001  5.508017E+0001 
 3.180000E+0002               3  7.724241E+0001        19/03/24        17:18:00  3.640723E+0003 -9.040522E+0002  6.096747E+0003 -6.423414E+0000 -5.872093E-0001  3.742061E+0000 -6.100020E+0001 -3.736973E+0003  6.105229E+0003  7.148770E+0003  1.545390E-0003  2.100203E+0002  9.855948E+0001  2.138831E-0001 -9.093518E+0001  5.852606E+0001 
 3.190000E+0002               3  7.749310E+0001        19/03/24        17:19:00  3.248474E+0003 -9.375002E+0002  6.309214E+0003 -6.647291E+0000 -5.273648E-0001  3.337871E+0000 -1.970916E+0002 -3.361130E+0003  6.316774E+0003  7.147826E+0003  1.613032E-0003  2.155495E+0002  9.856005E+0001  2.149336E-0001 -9.335590E+0001  6.194194E+0001 
 3.200000E+0002               3  7.774378E+0001        19/03/24        17:20:00  2.843567E+0003 -9.672951E+0002  6.497033E+0003 -6.845227E+0000 -4.654764E-0001  2.920714E+0000 -3.290678E+0002 -2.971081E+0003  6.503642E+0003  7.146965E+0003  1.669954E-0003  2.209761E+0002  9.856057E+0001  2.160549E-0001 -9.632014E+0001  6.531522E+0001 
 3.210000E+0002               3  7.799446E+0001        19/03/24        17:21:00  2.427581E+0003 -9.933213E+0002  6.659473E+0003 -7.016467E+0000 -4.017841E-0001  2.492211E+0000 -4.562996E+0002 -2.568379E+0003  6.665106E+0003  7.146201E+0003  1.714968E-0003  2.263125E+0002  9.856103E+0001  2.172402E-0001 -1.000741E+0002  6.862555E+0001 
 3.220000E+0002               3  7.824515E+0001        19/03/24        17:22:00  2.002138E+0003 -1.015478E+0003  6.795904E+0003 -7.160355E+0000 -3.365346E-0001  2.054026E+0000 -5.781905E+0002 -2.154632E+0003  6.800539E+0003  7.145545E+0003  1.747035E-0003  2.315703E+0002  9.856143E+0001  2.184818E-0001 -1.050213E+0002  7.183834E+0001 
 3.230000E+0002               3  7.849583E+0001        19/03/24        17:23:00  1.568897E+0003 -1.033679E+0003  6.905796E+0003 -7.276342E+0000 -2.699801E-0001  1.607858E+0000 -6.941786E+0002 -1.731492E+0003  6.909414E+0003  7.145009E+0003  1.765288E-0003  2.367606E+0002  9.856176E+0001  2.197711E-0001 -1.118465E+0002  7.489104E+0001 
 3.240000E+0002               3  7.874652E+0001        19/03/24        17:24:00  1.129544E+0003 -1.047855E+0003  6.988722E+0003 -7.363983E+0000 -2.023777E-0001  1.155434E+0000 -8.037399E+0002 -1.300654E+0003  6.991309E+0003  7.144599E+0003  1.769049E-0003  2.418940E+0002  9.856201E+0001  2.210987E-0001 -1.217140E+0002  7.766400E+0001 
 3.250000E+0002               3  7.899720E+0001        19/03/24        17:25:00  6.857922E+0002 -1.057949E+0003  7.044358E+0003 -7.422943E+0000 -1.339881E-0001  6.985032E-0001 -9.063900E+0002 -8.638473E+0002  7.045905E+0003  7.144323E+0003  1.757847E-0003  2.469815E+0002  9.856218E+0001  2.224546E-0001 -1.363767E+0002  7.992332E+0001 
 3.260000E+0002               3  7.924789E+0001        19/03/24        17:26:00  2.393692E+0002 -1.063923E+0003  7.072488E+0003 -7.452993E+0000 -6.507510E-0002  2.388331E-0001 -1.001687E+0003 -4.228264E+0002  7.072987E+0003  7.144184E+0003  1.731430E-0003  2.520337E+0002  9.856227E+0001  2.238284E-0001 -1.571147E+0002  8.126081E+0001 
 3.270000E+0002               3  7.949857E+0001        19/03/24        17:27:00 -2.079863E+0002 -1.065753E+0003  7.072999E+0003 -7.454016E+0000  4.095751E-0003 -2.218000E-0001 -1.089231E+0003  2.063330E+0001  7.072450E+0003  7.144186E+0003  1.689772E-0003  2.570623E+0002  9.856227E+0001  2.252093E-0001  1.789148E+0002  8.124310E+0001 
 3.280000E+0002               3  7.974926E+0001        19/03/24        17:28:00 -6.545319E+0002 -1.063431E+0003  7.045888E+0003 -7.426001E+0000  7.325774E-0002 -6.816153E-0001 -1.168670E+0003  4.647436E+0002  7.044293E+0003  7.144328E+0003  1.633079E-0003  2.620799E+0002  9.856219E+0001  2.265866E-0001  1.583138E+0002  7.987708E+0001 
 3.290000E+0002               3  7.999994E+0001        19/03/24        17:29:00 -1.098528E+0003 -1.056967E+0003  6.991257E+0003 -7.369051E+0000  1.421441E-0001 -1.138834E+0000 -1.239697E+0003  9.077106E+0002  6.988621E+0003  7.144607E+0003  1.561789E-0003  2.671013E+0002  9.856202E+0001  2.279493E-0001  1.437883E+0002  7.760049E+0001 
 3.300000E+0002               3  8.025062E+0001        19/03/24        17:30:00 -1.538243E+0003 -1.046385E+0003  6.909315E+0003 -7.283375E+0000  2.104889E-0001 -1.591687E+0000 -1.302055E+0003  1.347742E+0003  6.905650E+0003  7.145021E+0003  1.476572E-0003  2.721441E+0002  9.856177E+0001  2.292871E-0001  1.340122E+0002  7.481743E+0001 
 3.310000E+0002               3  8.050131E+0001        19/03/24        17:31:00 -1.971964E+0003 -1.031725E+0003  6.800377E+0003 -7.169292E+0000  2.780280E-0001 -2.038418E+0000 -1.355533E+0003  1.783053E+0003  6.795696E+0003  7.145561E+0003  1.378321E-0003  2.772310E+0002  9.856145E+0001  2.305896E-0001  1.272432E+0002  7.175817E+0001 
 3.320000E+0002               3  8.075199E+0001        19/03/24        17:32:00 -2.397999E+0003 -1.013043E+0003  6.664862E+0003 -7.027231E+0000  3.445000E-0001 -2.477293E+0000 -1.399972E+0003  2.211876E+0003  6.659183E+0003  7.146220E+0003  1.268147E-0003  2.823928E+0002  9.856105E+0001  2.318473E-0001  1.223311E+0002  6.854044E+0001 
 3.330000E+0002               3  8.100268E+0001        19/03/24        17:33:00 -2.814683E+0003 -9.904113E+0002  6.503293E+0003 -6.857725E+0000  4.096471E-0001 -2.906606E+0000 -1.435264E+0003  2.632466E+0003  6.496639E+0003  7.146988E+0003  1.147373E-0003  2.876731E+0002  9.856058E+0001  2.330513E-0001  1.185999E+0002  6.522587E+0001 
 3.340000E+0002               3  8.125336E+0001        19/03/24        17:34:00 -3.220390E+0003 -9.639169E+0002  6.316294E+0003 -6.661417E+0000  4.732161E-0001 -3.324683E+0000 -1.461348E+0003  3.043108E+0003  6.308691E+0003  7.147853E+0003  1.017522E-0003  2.931386E+0002  9.856005E+0001  2.341934E-0001  1.156510E+0002  6.184861E+0001 
 3.350000E+0002               3  8.150405E+0001        19/03/24        17:35:00 -3.613532E+0003 -9.336619E+0002  6.104589E+0003 -6.439049E+0000  5.349594E-0001 -3.729890E+0000 -1.478216E+0003  3.442122E+0003  6.096065E+0003  7.148801E+0003  8.803204E-0004  2.988974E+0002  9.855948E+0001  2.352667E-0001  1.132410E+0002  5.842875E+0001 
 3.360000E+0002               3  8.175473E+0001        19/03/24        17:36:00 -3.992571E+0003 -8.997631E+0002  5.868997E+0003 -6.191469E+0000  5.946360E-0001 -4.120642E+0000 -1.485909E+0003  3.827876E+0003  5.859587E+0003  7.149817E+0003  7.377341E-0004  3.051405E+0002  9.855886E+0001  2.362651E-0001  1.112153E+0002  5.497878E+0001 
 3.370000E+0002               3  8.200542E+0001        19/03/24        17:37:00 -4.356023E+0003 -8.623516E+0002  5.610431E+0003 -5.919621E+0000  6.520121E-0001 -4.495402E+0000 -1.484519E+0003  4.198786E+0003  5.600172E+0003  7.150886E+0003  5.920326E-0004  3.122423E+0002  9.855820E+0001  2.371838E-0001  1.094715E+0002  5.150680E+0001 
 3.380000E+0002               3  8.225610E+0001        19/03/24        17:38:00 -4.702461E+0003 -8.215722E+0002  5.329898E+0003 -5.624547E+0000  7.068624E-0001 -4.852695E+0000 -1.474186E+0003  4.553325E+0003  5.318828E+0003  7.151990E+0003  4.461309E-0004  3.210459E+0002  9.855752E+0001  2.380192E-0001  1.079399E+0002  4.801829E+0001 
 3.390000E+0002               3  8.250678E+0001        19/03/24        17:39:00 -5.030527E+0003 -7.775829E+0002  5.028486E+0003 -5.307382E+0000  7.589710E-0001 -5.191110E+0000 -1.455096E+0003  4.890032E+0003  5.016650E+0003  7.153113E+0003  3.048128E-0004  3.338656E+0002  9.855684E+0001  2.387690E-0001  1.065711E+0002  4.451710E+0001 
 3.400000E+0002               3  8.275747E+0001        19/03/24        17:40:00 -5.338930E+0003 -7.305546E+0002  4.707369E+0003 -4.969350E+0000  8.081320E-0001 -5.509305E+0000 -1.427485E+0003  5.207515E+0003  4.694813E+0003  7.154238E+0003  1.811788E-0004  3.588789E+0002  9.855615E+0001  2.394324E-0001  1.053294E+0002  4.100600E+0001 
 3.410000E+0002               3  8.300815E+0001        19/03/24        17:41:00 -5.626457E+0003 -6.806700E+0002  4.367799E+0003 -4.611759E+0000  8.541507E-0001 -5.806016E+0000 -1.391632E+0003  5.504459E+0003  4.354572E+0003  7.155345E+0003  1.307112E-0004  5.601685E+0001  9.855546E+0001  2.400097E-0001  1.041882E+0002  3.748703E+0001 
 3.420000E+0002               3  8.325884E+0001        19/03/24        17:42:00 -5.891977E+0003 -6.281230E+0002  4.011100E+0003 -4.235998E+0000  8.968441E-0001 -6.080060E+0000 -1.347859E+0003  5.779628E+0003  3.997254E+0003  7.156419E+0003  2.043226E-0004  1.031357E+0002  9.855480E+0001  2.405028E-0001  1.031272E+0002  3.396176E+0001 
 3.430000E+0002               3  8.350952E+0001        19/03/24        17:43:00 -6.134443E+0003 -5.731186E+0002  3.638667E+0003 -3.843532E+0000  9.360423E-0001 -6.330341E+0000 -1.296530E+0003  6.031877E+0003  3.624256E+0003  7.157442E+0003  3.176131E-0004  1.229603E+0002  9.855417E+0001  2.409148E-0001  1.021309E+0002  3.043140E+0001 
 3.440000E+0002               3  8.376021E+0001        19/03/24        17:44:00 -6.352898E+0003 -5.158710E+0002  3.251955E+0003 -3.435893E+0000  9.715886E-0001 -6.555857E+0000 -1.238049E+0003  6.260150E+0003  3.237035E+0003  7.158398E+0003  4.323407E-0004  1.341759E+0002  9.855357E+0001  2.412500E-0001  1.011868E+0002  2.689690E+0001 
 3.450000E+0002               3  8.401089E+0001        19/03/24        17:45:00 -6.546479E+0003 -4.566038E+0002  2.852478E+0003 -3.014679E+0000  1.003341E+0000 -6.755700E+0000 -1.172856E+0003  6.463492E+0003  2.837107E+0003  7.159272E+0003  5.395810E-0004  1.423269E+0002  9.855303E+0001  2.415141E-0001  1.002849E+0002  2.335906E+0001 
 3.460000E+0002               3  8.426158E+0001        19/03/24        17:46:00 -6.714421E+0003 -3.955486E+0002  2.441800E+0003 -2.581546E+0000  1.031171E+0000 -6.929067E+0000 -1.101425E+0003  6.641046E+0003  2.426040E+0003  7.160051E+0003  6.357720E-0004  1.490993E+0002  9.855254E+0001  2.417137E-0001  9.941685E+0001  1.981850E+0001 
 3.470000E+0002               3  8.451226E+0001        19/03/24        17:47:00 -6.856060E+0003 -3.329440E+0002  2.021533E+0003 -2.138198E+0000  1.054968E+0000 -7.075256E+0000 -1.024264E+0003  6.792060E+0003  2.005444E+0003  7.160721E+0003  7.187880E-0004  1.551501E+0002  9.855212E+0001  2.418565E-0001  9.857576E+0001  1.627579E+0001 
 3.480000E+0002               3  8.476294E+0001        19/03/24        17:48:00 -6.970835E+0003 -2.690350E+0002  1.593325E+0003 -1.686386E+0000  1.074636E+0000 -7.193677E+0000 -9.419058E+0002  6.915894E+0003  1.576971E+0003  7.161273E+0003  7.871112E-0004  1.607867E+0002  9.855177E+0001  2.419512E-0001  9.775564E+0001  1.273139E+0001 
 3.490000E+0002               3  8.501363E+0001        19/03/24        17:49:00 -7.058293E+0003 -2.040718E+0002  1.158857E+0003 -1.227894E+0000  1.090095E+0000 -7.283851E+0000 -8.549127E+0002  7.012015E+0003  1.142301E+0003  7.161698E+0003  8.396023E-0004  1.661738E+0002  9.855149E+0001  2.420070E-0001  9.695126E+0001  9.185717E+0000 
