        T              Rev             ST             Date            Time              X               Y               Z              Vx              Vy              Vz              Xg              Yg              Zg               A               E               W               i             Node            Long             Lat      
 7.160000E+0002               7  1.770148E+0002        19/03/24        23:56:00  5.013665E+0003 -7.190412E+0002  5.060243E+0003 -5.327664E+0000 -8.211822E-0001  5.153952E+0000 -5.034855E+0003  4.306311E+0002  5.071952E+0003  7.152924E+0003  1.201836E-0003  1.866386E+0002  9.856020E+0001  4.877426E-0001  1.751114E+0002  4.510590E+0001 
 7.170000E+0002               7  1.772655E+0002        19/03/24        23:57:00  4.684434E+0003 -7.668777E+0002  5.359383E+0003 -5.643109E+0000 -7.728518E-0001  4.814160E+0000 -4.705998E+0003  5.179542E+0002  5.370319E+0003  7.151800E+0003  1.297106E-0003  1.927820E+0002  9.856088E+0001  4.884972E-0001  1.737192E+0002  4.860094E+0001 
 7.180000E+0002               7  1.775162E+0002        19/03/24        23:58:00  4.336933E+0003 -8.117233E+0002  5.637567E+0003 -5.936471E+0000 -7.215192E-0001  4.455630E+0000 -4.358134E+0003  6.003063E+0002  5.647685E+0003  7.150697E+0003  1.387229E-0003  1.987573E+0002  9.856155E+0001  4.893364E-0001  1.721572E+0002  5.208307E+0001 
 7.190000E+0002               7  1.777669E+0002        19/03/24        23:59:00  3.972522E+0003 -8.534040E+0002  5.893712E+0003 -6.206619E+0000 -6.673856E-0001  4.079767E+0000 -3.992663E+0003  6.772082E+0002  5.902974E+0003  7.149633E+0003  1.470702E-0003  2.045814E+0002  9.856220E+0001  4.902580E-0001  1.703735E+0002  5.554824E+0001 
 7.200000E+0002               7  1.780176E+0002        20/03/24        00:00:00  3.592624E+0003 -8.917578E+0002  6.126822E+0003 -6.452515E+0000 -6.106623E-0001  3.688043E+0000 -3.611057E+0003  7.482143E+0002  6.135191E+0003  7.148623E+0003  1.546055E-0003  2.102703E+0002  9.856282E+0001  4.912582E-0001  1.682939E+0002  5.899065E+0001 
 7.210000E+0002               7  1.782682E+0002        20/03/24        00:01:00  3.198724E+0003 -9.266360E+0002  6.335991E+0003 -6.673216E+0000 -5.515702E-0001  3.281986E+0000 -3.214852E+0003  8.129156E+0002  6.343435E+0003  7.147684E+0003  1.611883E-0003  2.158390E+0002  9.856339E+0001  4.923322E-0001  1.658095E+0002  6.240163E+0001 
 7.220000E+0002               7  1.785189E+0002        20/03/24        00:02:00  2.792359E+0003 -9.579034E+0002  6.520405E+0003 -6.867877E+0000 -4.903391E-0001  2.863179E+0000 -2.805644E+0003  8.709406E+0002  6.526895E+0003  7.146830E+0003  1.666878E-0003  2.213014E+0002  9.856391E+0001  4.934740E-0001  1.627544E+0002  6.576778E+0001 
 7.230000E+0002               7  1.787696E+0002        20/03/24        00:03:00  2.375115E+0003 -9.854387E+0002  6.679350E+0003 -7.035753E+0000 -4.272066E-0001  2.433250E+0000 -2.385081E+0003  9.219586E+0002  6.684860E+0003  7.146075E+0003  1.709861E-0003  2.266707E+0002  9.856436E+0001  4.946766E-0001  1.588659E+0002  6.906730E+0001 
 7.240000E+0002               7  1.790203E+0002        20/03/24        00:04:00  1.948617E+0003 -1.009135E+0003  6.812206E+0003 -7.176202E+0000 -3.624171E-0001  1.993867E+0000 -1.954858E+0003  9.656801E+0002  6.816715E+0003  7.145430E+0003  1.739804E-0003  2.319593E+0002  9.856476E+0001  4.959318E-0001  1.537111E+0002  7.226280E+0001 
 7.250000E+0002               7  1.792710E+0002        20/03/24        00:05:00  1.514530E+0003 -1.028901E+0003  6.918459E+0003 -7.288688E+0000 -2.962211E-0001  1.546733E+0000 -1.516708E+0003  1.001859E+0003  6.921949E+0003  7.144906E+0003  1.755854E-0003  2.371790E+0002  9.856508E+0001  4.972309E-0001  1.465533E+0002  7.528617E+0001 
 7.260000E+0002               7  1.795217E+0002        20/03/24        00:06:00  1.074543E+0003 -1.044659E+0003  6.997694E+0003 -7.372780E+0000 -2.288741E-0001  1.093580E+0000 -1.072397E+0003  1.030294E+0003  7.000152E+0003  7.144511E+0003  1.757352E-0003  2.423412E+0002  9.856532E+0001  4.985644E-0001  1.361471E+0002  7.800629E+0001 
 7.270000E+0002               7  1.797724E+0002        20/03/24        00:07:00  6.303704E+0002 -1.056348E+0003  7.049603E+0003 -7.428156E+0000 -1.606361E-0001  6.361597E-0001 -6.237153E+0002  1.050828E+0003  7.051020E+0003  7.144250E+0003  1.743849E-0003  2.474573E+0002  9.856548E+0001  4.999220E-0001  1.206911E+0002  8.016790E+0001 
 7.280000E+0002               7  1.800230E+0002        20/03/24        00:08:00  1.837427E+0002 -1.063922E+0003  7.073983E+0003 -7.454600E+0000 -9.177015E-0002  1.762407E-0001 -1.724715E+0002  1.063353E+0003  7.074353E+0003  7.144129E+0003  1.715115E-0003  2.525390E+0002  9.856555E+0001  5.012934E-0001  9.921291E+0001  8.134178E+0001 
 7.290000E+0002               7  1.802737E+0002        20/03/24        00:09:00 -2.636008E+0002 -1.067353E+0003  7.070737E+0003 -7.452008E+0000 -2.254166E-0002 -2.843992E-0001  2.795151E+0002  1.067803E+0003  7.070058E+0003  7.144148E+0003  1.671150E-0003  2.575988E+0002  9.856554E+0001  5.026679E-0001  7.533102E+0001  8.112658E+0001 
 7.300000E+0002               7  1.805244E+0002        20/03/24        00:10:00 -7.099176E+0002 -1.066625E+0003  7.039876E+0003 -7.420386E+0000  4.678243E-0002 -7.439791E-0001  7.304217E+0002  1.064164E+0003  7.038151E+0003  7.144308E+0003  1.612189E-0003  2.626502E+0002  9.856545E+0001  5.040346E-0001  5.553505E+0001  7.960804E+0001 
 7.310000E+0002               7  1.807751E+0002        20/03/24        00:11:00 -1.153469E+0003 -1.061742E+0003  6.981517E+0003 -7.359846E+0000  1.159347E-0001 -1.200721E+0000  1.178429E+0003  1.052467E+0003  6.978752E+0003  7.144607E+0003  1.538699E-0003  2.677095E+0002  9.856527E+0001  5.053831E-0001  4.176835E+0001  7.724325E+0001 
 7.320000E+0002               7  1.810258E+0002        20/03/24        00:12:00 -1.592525E+0003 -1.052722E+0003  6.895882E+0003 -7.270614E+0000  1.846483E-0001 -1.652857E+0000  1.621730E+0003  1.032788E+0003  6.892089E+0003  7.145038E+0003  1.451381E-0003  2.727963E+0002  9.856501E+0001  5.067029E-0001  3.249075E+0001  7.441262E+0001 
 7.330000E+0002               7  1.812765E+0002        20/03/24        00:13:00 -2.025375E+0003 -1.039599E+0003  6.783301E+0003 -7.153021E+0000  2.526575E-0001 -2.098634E+0000  2.058535E+0003  1.005253E+0003  6.778494E+0003  7.145597E+0003  1.351159E-0003  2.779361E+0002  9.856468E+0001  5.079841E-0001  2.602784E+0001  7.132670E+0001 
 7.340000E+0002               7  1.815271E+0002        20/03/24        00:14:00 -2.450329E+0003 -1.022423E+0003  6.644208E+0003 -7.007510E+0000  3.196991E-0001 -2.536320E+0000  2.487079E+0003  9.700324E+0002  6.638406E+0003  7.146275E+0003  1.239181E-0003  2.831636E+0002  9.856428E+0001  5.092176E-0001  2.130721E+0001  6.809306E+0001 
 7.350000E+0002               7  1.817778E+0002        20/03/24        00:15:00 -2.865729E+0003 -1.001259E+0003  6.479139E+0003 -6.834627E+0000  3.855131E-0001 -2.964214E+0000  2.905632E+0003  9.273412E+0002  6.472364E+0003  7.147060E+0003  1.116805E-0003  2.885295E+0002  9.856381E+0001  5.103947E-0001  1.770064E+0001  6.476839E+0001 
 7.360000E+0002               7  1.820285E+0002        20/03/24        00:16:00 -3.269950E+0003 -9.761906E+0002  6.288731E+0003 -6.635028E+0000  4.498437E-0001 -3.380647E+0000  3.312501E+0003  8.774390E+0002  6.281011E+0003  7.147940E+0003  9.855967E-0004  2.941115E+0002  9.856329E+0001  5.115077E-0001  1.483619E+0001  6.138436E+0001 
 7.370000E+0002               7  1.822792E+0002        20/03/24        00:17:00 -3.661413E+0003 -9.473128E+0002  6.073723E+0003 -6.409468E+0000  5.124404E-0001 -3.783991E+0000  3.706042E+0003  8.206278E+0002  6.065087E+0003  7.148903E+0003  8.473484E-0004  3.000388E+0002  9.856271E+0001  5.125501E-0001  1.248553E+0001  5.795977E+0001 
 7.380000E+0002               7  1.825299E+0002        20/03/24        00:18:00 -4.038584E+0003 -9.147373E+0002  5.834946E+0003 -6.158807E+0000  5.730587E-0001 -4.172667E+0000  4.084662E+0003  7.572506E+0002  5.825427E+0003  7.149932E+0003  7.040929E-0004  3.065444E+0002  9.856210E+0001  5.135164E-0001  1.050276E+0001  5.450636E+0001 
 7.390000E+0002               7  1.827806E+0002        20/03/24        00:19:00 -4.399987E+0003 -8.785901E+0002  5.573327E+0003 -5.884002E+0000  6.314612E-0001 -4.545145E+0000  4.446830E+0003  6.876899E+0002  5.562963E+0003  7.151013E+0003  5.582687E-0004  3.140981E+0002  9.856146E+0001  5.144020E-0001  8.790994E+0000  5.103179E+0001 
 7.400000E+0002               7  1.830313E+0002        20/03/24        00:20:00 -4.744203E+0003 -8.390109E+0002  5.289882E+0003 -5.586106E+0000  6.874186E-0001 -4.899960E+0000  4.791079E+0003  6.123653E+0002  5.278714E+0003  7.152127E+0003  4.131879E-0004  3.237987E+0002  9.856080E+0001  5.152041E-0001  7.283692E+0000  4.754130E+0001 
 7.410000E+0002               7  1.832819E+0002        20/03/24        00:21:00 -5.069881E+0003 -7.961532E+0002  4.985713E+0003 -5.266266E+0000  7.407106E-0001 -5.235708E+0000  5.116015E+0003  5.317315E+0002  4.973784E+0003  7.153258E+0003  2.749760E-0004  3.388104E+0002  9.856013E+0001  5.159207E-0001  5.933715E+0000  4.403855E+0001 
 7.420000E+0002               7  1.835326E+0002        20/03/24        00:22:00 -5.375740E+0003 -7.501832E+0002  4.662005E+0003 -4.925716E+0000  7.911265E-0001 -5.551059E+0000  5.420325E+0003  4.462762E+0002  4.649362E+0003  7.154387E+0003  1.631160E-0004  1.029836E+0001  9.855946E+0001  5.165515E-0001  4.706766E+0000  4.052620E+0001 
 7.430000E+0002               7  1.837833E+0002        20/03/24        00:23:00 -5.660579E+0003 -7.012795E+0002  4.320019E+0003 -4.565776E+0000  8.384669E-0001 -5.844758E+0000  5.702775E+0003  3.565169E+0002  4.306711E+0003  7.155498E+0003  1.469802E-0004  7.032960E+0001  9.855880E+0001  5.170973E-0001  3.577269E+0000  3.700622E+0001 
 7.440000E+0002               7  1.840340E+0002        20/03/24        00:24:00 -5.923274E+0003 -6.496324E+0002  3.961090E+0003 -4.187843E+0000  8.825435E-0001 -6.115634E+0000  5.962223E+0003  2.629986E+0002  3.947170E+0003  7.156572E+0003  2.371918E-0004  1.077737E+0002  9.855817E+0001  5.175605E-0001  2.525727E+0000  3.348012E+0001 
 7.450000E+0002               7  1.842847E+0002        20/03/24        00:25:00 -6.162789E+0003 -5.954431E+0002  3.586621E+0003 -3.793391E+0000  9.231809E-0001 -6.362604E+0000  6.197622E+0003  1.662910E+0002  3.572142E+0003  7.157593E+0003  3.525312E-0004  1.246712E+0002  9.855757E+0001  5.179444E-0001  1.536959E+0000  2.994907E+0001 
 7.460000E+0002               7  1.845354E+0002        20/03/24        00:26:00 -6.378181E+0003 -5.389227E+0002  3.198076E+0003 -3.383962E+0000  9.602168E-0001 -6.584677E+0000  6.408021E+0003  6.698507E+0001  3.183095E+0003  7.158545E+0003  4.666787E-0004  1.350258E+0002  9.855701E+0001  5.182539E-0001  5.989091E-0001  2.641400E+0001 
 7.470000E+0002               7  1.847860E+0002        20/03/24        00:27:00 -6.568597E+0003 -4.802920E+0002  2.796975E+0003 -2.961161E+0000  9.935030E-0001 -6.780961E+0000  6.592572E+0003 -3.431004E+0001  2.781552E+0003  7.159413E+0003  5.725628E-0004  1.428511E+0002  9.855650E+0001  5.184948E-0001 -2.981845E-0001  2.287568E+0001 
 7.480000E+0002               7  1.850367E+0002        20/03/24        00:28:00 -6.733286E+0003 -4.197800E+0002  2.384892E+0003 -2.526651E+0000  1.022906E+0000 -6.950663E+0000  6.750536E+0003 -1.369701E+0002  2.369086E+0003  7.160183E+0003  6.669894E-0004  1.494773E+0002  9.855605E+0001  5.186741E-0001 -1.162387E+0000  1.933473E+0001 
 7.490000E+0002               7  1.852874E+0002        20/03/24        00:29:00 -6.871595E+0003 -3.576234E+0002  1.963441E+0003 -2.082143E+0000  1.048308E+0000 -7.093100E+0000  6.881280E+0003 -2.403595E+0002  1.947315E+0003  7.160843E+0003  7.479432E-0004  1.554542E+0002  9.855567E+0001  5.187998E-0001 -2.000498E+0000  1.579169E+0001 
 7.500000E+0002               7  1.855381E+0002        20/03/24        00:30:00 -6.982978E+0003 -2.940652E+0002  1.534277E+0003 -1.629390E+0000  1.069606E+0000 -7.207694E+0000  6.984285E+0003 -3.438344E+0002  1.517893E+0003  7.161382E+0003  8.139575E-0004  1.610499E+0002  9.855536E+0001  5.188805E-0001 -2.818380E+0000  1.224703E+0001 
 7.510000E+0002               7  1.857888E+0002        20/03/24        00:31:00 -7.066993E+0003 -2.293545E+0002  1.099084E+0003 -1.170184E+0000  1.086715E+0000 -7.293982E+0000  7.059148E+0003 -4.467466E+0002  1.082507E+0003  7.161793E+0003  8.639283E-0004  1.664122E+0002  9.855512E+0001  5.189259E-0001 -3.621203E+0000  8.701146E+0000 
 7.520000E+0002               7  1.860395E+0002        20/03/24        00:32:00 -7.123308E+0003 -1.637446E+0002  6.595723E+0002 -7.063418E-0001  1.099565E+0000 -7.351613E+0000  7.105581E+0003 -5.484471E+0002  6.428673E+0002  7.162068E+0003  8.970514E-0004  1.716326E+0002  9.855497E+0001  5.189458E-0001 -4.413646E+0000  5.154430E+0000 
 7.530000E+0002               7  1.862901E+0002        20/03/24        00:33:00 -7.151698E+0003 -9.749282E+0001  2.174684E+0002 -2.397014E-0001  1.108107E+0000 -7.380354E+0000  7.123414E+0003 -6.482893E+0002  2.007007E+0002  7.162204E+0003  9.128000E-0004  1.767740E+0002  9.855490E+0001  5.189506E-0001 -5.200063E+0000  1.607231E+0000 
 7.540000E+0002               7  1.865408E+0002        20/03/24        00:34:00 -7.152053E+0003 -3.085873E+0001 -2.254900E+0002  2.278874E-0001  1.112304E+0000 -7.380088E+0000  7.112594E+0003 -7.456333E+0002 -2.422548E+0002  7.162197E+0003  9.109177E-0004  1.818861E+0002  9.855491E+0001  5.189511E-0001 -5.984618E+0000 -1.940115E+0000 
 7.550000E+0002               7  1.867915E+0002        20/03/24        00:35:00 -7.124370E+0003  3.589641E+0001 -6.675620E+0002  6.945706E-0001  1.112140E+0000 -7.350817E+0000  7.073190E+0003 -8.398488E+0002 -6.842580E+0002  7.162049E+0003  8.914156E-0004  1.870142E+0002  9.855501E+0001  5.189578E-0001 -6.771421E+0000 -5.487272E+0000 
 7.560000E+0002               7  1.870422E+0002        20/03/24        00:36:00 -7.068759E+0003  1.025109E+0002 -1.107010E+0003  1.158498E+0000  1.107617E+0000 -7.292660E+0000  7.005386E+0003 -9.303192E+0002 -1.123572E+0003  7.161762E+0003  8.545716E-0004  1.922074E+0002  9.855519E+0001  5.189815E-0001 -7.564649E+0000 -9.033902E+0000 
 7.570000E+0002               7  1.872929E+0002        20/03/24        00:37:00 -6.985442E+0003  1.687237E+0002 -1.542108E+0003  1.617832E+0000  1.098754E+0000 -7.205852E+0000  6.909484E+0003 -1.016445E+0003 -1.558471E+0003  7.161339E+0003  8.009311E-0004  1.975276E+0002  9.855546E+0001  5.190323E-0001 -8.368678E+0000 -1.257965E+0001 
 7.580000E+0002               7  1.875436E+0002        20/03/24        00:38:00 -6.874748E+0003  2.342752E+0002 -1.971147E+0003  2.070754E+0000  1.085585E+0000 -7.090747E+0000  6.785904E+0003 -1.097646E+0003 -1.987246E+0003  7.160788E+0003  7.313118E-0004  2.030653E+0002  9.855579E+0001  5.191203E-0001 -9.188227E+0000 -1.612414E+0001 
 7.590000E+0002               7  1.877943E+0002        20/03/24        00:39:00 -6.737116E+0003  2.989089E+0002 -2.392441E+0003  2.515474E+0000  1.068166E+0000 -6.947811E+0000  6.635176E+0003 -1.173367E+0003 -2.408214E+0003  7.160118E+0003  6.468227E-0004  2.089688E+0002  9.855620E+0001  5.192548E-0001 -1.002852E+0001 -1.966695E+0001 
 7.600000E+0002               7  1.880449E+0002        20/03/24        00:40:00 -6.573090E+0003  3.623716E+0002 -2.804339E+0003  2.950237E+0000  1.046567E+0000 -6.777623E+0000  6.457945E+0003 -1.243078E+0003 -2.819724E+0003  7.159339E+0003  5.489215E-0004  2.155139E+0002  9.855668E+0001  5.194444E-0001 -1.089550E+0001 -2.320761E+0001 
 7.610000E+0002               7  1.882956E+0002        20/03/24        00:41:00 -6.383321E+0003  4.244151E+0002 -3.205224E+0003  3.373331E+0000  1.020875E+0000 -6.580870E+0000  6.254963E+0003 -1.306282E+0003 -3.220161E+0003  7.158463E+0003  4.395993E-0004  2.232904E+0002  9.855721E+0001  5.196969E-0001 -1.179607E+0001 -2.674558E+0001 
 7.620000E+0002               7  1.885463E+0002        20/03/24        00:42:00 -6.168557E+0003  4.847968E+0002 -3.593528E+0003  3.783093E+0000  9.911942E-0001 -6.358346E+0000  6.027087E+0003 -1.362510E+0003 -3.607958E+0003  7.157504E+0003  3.220559E-0004  2.338242E+0002  9.855779E+0001  5.200190E-0001 -1.273842E+0001 -3.028022E+0001 
 7.630000E+0002               7  1.887970E+0002        20/03/24        00:43:00 -5.929648E+0003  5.432810E+0002 -3.967728E+0003  4.177917E+0000  9.576434E-0001 -6.110945E+0000  5.775274E+0003 -1.411333E+0003 -3.981595E+0003  7.156478E+0003  2.040182E-0004  2.523102E+0002  9.855841E+0001  5.204164E-0001 -1.373251E+0001 -3.381076E+0001 
 7.640000E+0002               7  1.890477E+0002        20/03/24        00:44:00 -5.667537E+0003  5.996393E+0002 -4.326363E+0003  4.556260E+0000  9.203576E-0001 -5.839659E+0000  5.500581E+0003 -1.452356E+0003 -4.339612E+0003  7.155399E+0003  1.210967E-0004  2.994509E+0002  9.855906E+0001  5.208937E-0001 -1.479065E+0001 -3.733623E+0001 
 7.650000E+0002               7  1.892984E+0002        20/03/24        00:45:00 -5.383256E+0003  6.536522E+0002 -4.668031E+0003  4.916648E+0000  8.794857E-0001 -5.545574E+0000  5.204153E+0003 -1.485227E+0003 -4.680611E+0003  7.154286E+0003  1.699913E-0004  1.724679E+0000  9.855973E+0001  5.214542E-0001 -1.592836E+0001 -4.085546E+0001 
 7.660000E+0002               7  1.895490E+0002        20/03/24        00:46:00 -5.077926E+0003  7.051091E+0002 -4.991400E+0003  5.257680E+0000  8.351906E-0001 -5.229862E+0000  4.887225E+0003 -1.509636E+0003 -5.003261E+0003  7.153156E+0003  2.972325E-0004  2.697104E+0001  9.856041E+0001  5.220998E-0001 -1.716562E+0001 -4.436688E+0001 
 7.670000E+0002               7  1.897997E+0002        20/03/24        00:47:00 -4.752748E+0003  7.538101E+0002 -5.295208E+0003  5.578037E+0000  7.876484E-0001 -4.893779E+0000  4.551112E+0003 -1.525316E+0003 -5.306304E+0003  7.152025E+0003  4.413051E-0004  3.944251E+0001  9.856110E+0001  5.228313E-0001 -1.852869E+0001 -4.786848E+0001 
 7.680000E+0002               7  1.900504E+0002        20/03/24        00:48:00 -4.409000E+0003  7.995658E+0002 -5.578272E+0003  5.876482E+0000  7.370472E-0001 -4.538657E+0000  4.197206E+0003 -1.532046E+0003 -5.588560E+0003  7.150913E+0003  5.894209E-0004  4.797997E+0001  9.856177E+0001  5.236478E-0001 -2.005287E+0001 -5.135752E+0001 
 7.690000E+0002               7  1.903011E+0002        20/03/24        00:49:00 -4.048031E+0003  8.421986E+0002 -5.839494E+0003  6.151867E+0000  6.835868E-0001 -4.165899E+0000  3.826969E+0003 -1.529653E+0003 -5.848933E+0003  7.149837E+0003  7.370443E-0004  5.489566E+0001  9.856242E+0001  5.245475E-0001 -2.178676E+0001 -5.483022E+0001 
 7.700000E+0002               7  1.905518E+0002        20/03/24        00:50:00 -3.671258E+0003  8.815432E+0002 -6.077857E+0003  6.403138E+0000  6.274776E-0001 -3.776973E+0000  3.441924E+0003 -1.518013E+0003 -6.086411E+0003  7.148812E+0003  8.813619E-0004  6.100450E+0001  9.856304E+0001  5.255270E-0001 -2.379921E+0001 -5.828116E+0001 
 7.710000E+0002               7  1.908025E+0002        20/03/24        00:51:00 -3.280156E+0003  9.174473E+0002 -6.292438E+0003  6.629333E+0000  5.689395E-0001 -3.373408E+0000  3.043654E+0003 -1.497049E+0003 -6.300073E+0003  7.147856E+0003  1.020136E-0003  6.666221E+0001  9.856361E+0001  5.265818E-0001 -2.619069E+0001 -6.170239E+0001 
 7.720000E+0002               7  1.910532E+0002        20/03/24        00:52:00 -2.876257E+0003  9.497719E+0002 -6.482405E+0003  6.829593E+0000  5.082016E-0001 -2.956784E+0000  2.633793E+0003 -1.466738E+0003 -6.489091E+0003  7.146983E+0003  1.151424E-0003  7.204867E+0001  9.856414E+0001  5.277060E-0001 -2.911309E+0001 -6.508165E+0001 
 7.730000E+0002               7  1.913038E+0002        20/03/24        00:53:00 -2.461139E+0003  9.783922E+0002 -6.647023E+0003  7.003158E+0000  4.455008E-0001 -2.528730E+0000  2.214015E+0003 -1.427105E+0003 -6.652735E+0003  7.146207E+0003  1.273508E-0003  7.726513E+0001  9.856461E+0001  5.288930E-0001 -3.280493E+0001 -6.839928E+0001 
 7.740000E+0002               7  1.915545E+0002        20/03/24        00:54:00 -2.036425E+0003  1.003198E+0003 -6.785657E+0003  7.149371E+0000  3.810808E-0001 -2.090913E+0000  1.786034E+0003 -1.378225E+0003 -6.790372E+0003  7.145540E+0003  1.384850E-0003  8.237358E+0001  9.856502E+0001  5.301348E-0001 -3.765621E+0001 -7.162190E+0001 
 7.750000E+0002               7  1.918052E+0002        20/03/24        00:55:00 -1.603773E+0003  1.024093E+0003 -6.897771E+0003  7.267683E+0000  3.151920E-0001 -1.645037E+0000  1.351592E+0003 -1.320225E+0003 -6.901471E+0003  7.144992E+0003  1.484123E-0003  8.741481E+0001  9.856535E+0001  5.314229E-0001 -4.432738E+0001 -7.468949E+0001 
 7.760000E+0002               7  1.920559E+0002        20/03/24        00:56:00 -1.164870E+0003  1.040996E+0003 -6.982935E+0003  7.357648E+0000  2.480893E-0001 -1.192833E+0000  9.124561E+0002 -1.253284E+0003 -6.985605E+0003  7.144571E+0003  1.570205E-0003  9.241740E+0001  9.856561E+0001  5.327477E-0001 -5.394342E+0001 -7.748761E+0001 
 7.770000E+0002               7  1.923066E+0002        20/03/24        00:57:00 -7.214287E+0002  1.053844E+0003 -7.040820E+0003  7.418932E+0000  1.800325E-0001 -7.360524E-0001  4.704060E+0002 -1.177627E+0003 -7.042450E+0003  7.144285E+0003  1.642192E-0003  9.740259E+0001  9.856578E+0001  5.340994E-0001 -6.822565E+0001 -7.979238E+0001 
 7.780000E+0002               7  1.925573E+0002        20/03/24        00:58:00 -2.751765E+0002  1.062586E+0003 -7.071205E+0003  7.451308E+0000  1.112842E-0001 -2.764644E-0001  2.723134E+0001 -1.093533E+0003 -7.071789E+0003  7.144137E+0003  1.699409E-0003  1.023870E+0002  9.856588E+0001  5.354676E-0001 -8.857351E+0001 -8.120711E+0001 
 7.790000E+0002               7  1.928079E+0002        20/03/24        00:59:00  1.721477E+0002  1.067190E+0003 -7.073975E+0003  7.454657E+0000  4.210988E-0002  1.841538E-0001 -4.152775E+0002 -1.001324E+0003 -7.073510E+0003  7.144130E+0003  1.741407E-0003  1.073845E+0002  9.856588E+0001  5.368416E-0001 -1.125252E+0002 -8.128715E+0001 
 7.800000E+0002               7  1.930586E+0002        20/03/24        01:00:00  6.188016E+0002  1.067636E+0003 -7.049121E+0003  7.428972E+0000 -2.722383E-0002  6.440216E-0001 -8.553361E+0002 -9.013736E+0002 -7.047610E+0003  7.144264E+0003  1.767976E-0003  1.124072E+0002  9.856581E+0001  5.382106E-0001 -1.334988E+0002 -8.000060E+0001 
 7.810000E+0002               7  1.933093E+0002        20/03/24        01:01:00  1.063046E+0003  1.063925E+0003 -6.996743E+0003  7.374355E+0000 -9.644964E-0002  1.101362E+0000 -1.291173E+0003 -7.940972E+0002 -6.994190E+0003  7.144537E+0003  1.779137E-0003  1.174661E+0002  9.856565E+0001  5.395641E-0001 -1.484077E+0002 -7.777163E+0001 
 7.820000E+0002               7  1.935600E+0002        20/03/24        01:02:00  1.503150E+0003  1.056070E+0003 -6.917044E+0003  7.291017E+0000 -1.653006E-0001  1.554406E+0000 -1.721037E+0003 -6.799554E+0002 -6.913460E+0003  7.144944E+0003  1.775139E-0003  1.225717E+0002  9.856540E+0001  5.408916E-0001 -1.584418E+0002 -7.501521E+0001 
 7.830000E+0002               7  1.938107E+0002        20/03/24        01:03:00  1.937400E+0003  1.044102E+0003 -6.810335E+0003  7.179277E+0000 -2.335113E-0001  2.001403E+0000 -2.143205E+0003 -5.594505E+0002 -6.805734E+0003  7.145479E+0003  1.756453E-0003  1.277345E+0002  9.856509E+0001  5.421831E-0001 -1.653703E+0002 -7.197181E+0001 
 7.840000E+0002               7  1.940614E+0002        20/03/24        01:04:00  2.364103E+0003  1.028067E+0003 -6.677031E+0003  7.039563E+0000 -3.008182E-0001  2.440622E+0000 -2.555986E+0003 -4.331239E+0002 -6.671431E+0003  7.146134E+0003  1.723759E-0003  1.329651E+0002  9.856470E+0001  5.434292E-0001 -1.703823E+0002 -6.876458E+0001 
 7.850000E+0002               7  1.943121E+0002        20/03/24        01:05:00  2.781598E+0003  1.008027E+0003 -6.517650E+0003  6.872409E+0000 -3.669614E-0001  2.870361E+0000 -2.957730E+0003 -3.015546E+0002 -6.511073E+0003  7.146899E+0003  1.677928E-0003  1.382745E+0002  9.856424E+0001  5.446212E-0001 -1.741785E+0002 -6.545778E+0001 
 7.860000E+0002               7  1.945627E+0002        20/03/24        01:06:00  3.188256E+0003  9.840598E+0002 -6.332811E+0003  6.678452E+0000 -4.316848E-0001  3.288952E+0000 -3.346837E+0003 -1.653560E+0002 -6.325282E+0003  7.147761E+0003  1.620006E-0003  1.436743E+0002  9.856373E+0001  5.457512E-0001 -1.771715E+0002 -6.208688E+0001 
 7.870000E+0002               7  1.948134E+0002        20/03/24        01:07:00  3.582491E+0003  9.562581E+0002 -6.123231E+0003  6.458436E+0000 -4.947375E-0001  3.694767E+0000 -3.721756E+0003 -2.517331E+0001 -6.114780E+0003  7.148708E+0003  1.551193E-0003  1.491770E+0002  9.856316E+0001  5.468124E-0001 -1.796125E+0002 -5.867266E+0001 
 7.880000E+0002               7  1.950641E+0002        20/03/24        01:08:00  3.962764E+0003  9.247296E+0002 -5.889726E+0003  6.213201E+0000 -5.558747E-0001  4.086226E+0000 -4.081001E+0003  1.183192E+0002 -5.880385E+0003  7.149723E+0003  1.472812E-0003  1.547961E+0002  9.856255E+0001  5.477990E-0001  1.783393E+0002 -5.522798E+0001 
 7.890000E+0002               7  1.953148E+0002        20/03/24        01:09:00  4.327590E+0003  8.895962E+0002 -5.633202E+0003  5.943688E+0000 -6.148583E-0001  4.461800E+0000 -4.423149E+0003  2.644217E+0002 -5.623008E+0003  7.150793E+0003  1.386285E-0003  1.605459E+0002  9.856191E+0001  5.487062E-0001  1.765789E+0002 -5.176117E+0001 
 7.900000E+0002               7  1.955655E+0002        20/03/24        01:10:00  4.675542E+0003  8.509943E+0002 -5.354657E+0003  5.650933E+0000 -6.714584E-0001  4.820019E+0000 -4.746847E+0003  4.124115E+0002 -5.343650E+0003  7.151899E+0003  1.293100E-0003  1.664420E+0002  9.856125E+0001  5.495307E-0001  1.750345E+0002 -4.827783E+0001 
